"","S","N","rt","subject","t","is.predictable"
"1232",40,5760,614.630611936301,18,8,1
"1233",40,5760,617.611604217271,18,9,1
"1234",40,5760,603.577259649037,18,10,1
"1235",40,5760,607.913600268165,18,11,1
"1236",40,5760,596.727908333271,18,12,1
"1237",40,5760,592.744528847219,18,13,1
"1238",40,5760,584.617065325132,18,14,1
"1239",40,5760,594.43533164579,18,15,1
"1240",40,5760,582.972802571072,18,16,1
"1241",40,5760,575.332147216867,18,17,1
"1242",40,5760,579.322369590806,18,18,1
"1243",40,5760,571.052750730303,18,19,1
"1244",40,5760,578.37266297145,18,20,1
"1245",40,5760,569.429345319019,18,21,1
"1246",40,5760,572.19303226325,18,22,1
"1247",40,5760,565.435996869219,18,23,1
"1248",40,5760,570.383686753603,18,24,1
"1249",40,5760,554.946222048534,18,25,1
"1250",40,5760,561.807239713751,18,26,1
"1251",40,5760,562.475399236574,18,27,1
"1252",40,5760,560.406277974986,18,28,1
"1253",40,5760,558.057813206632,18,29,1
"1254",40,5760,558.111935412505,18,30,1
"1255",40,5760,552.141668946588,18,31,1
"1256",40,5760,547.896916542591,18,32,1
"1257",40,5760,553.880728655508,18,33,1
"1258",40,5760,552.101485007416,18,34,1
"1259",40,5760,547.076486600329,18,35,1
"1260",40,5760,558.001023612764,18,36,1
"1261",40,5760,551.561798210712,18,37,1
"1262",40,5760,545.912797199753,18,38,1
"1263",40,5760,541.026519691505,18,39,1
"1264",40,5760,555.812121409016,18,40,1
"1265",40,5760,546.865165605442,18,41,1
"1266",40,5760,547.347576821406,18,42,1
"1267",40,5760,542.820296419532,18,43,1
"1268",40,5760,539.359415938525,18,44,1
"1269",40,5760,546.520674426527,18,45,1
"1270",40,5760,542.650164202025,18,46,1
"1271",40,5760,542.396906040131,18,47,1
"1272",40,5760,548.575819876482,18,48,1
"1273",40,5760,543.852169961287,18,49,1
"1274",40,5760,546.628826273284,18,50,1
"1275",40,5760,535.228030674668,18,51,1
"1276",40,5760,544.555728259126,18,52,1
"1277",40,5760,536.782301031215,18,53,1
"1278",40,5760,530.424622536443,18,54,1
"1279",40,5760,537.114755970058,18,55,1
"1280",40,5760,532.051038111222,18,56,1
"1281",40,5760,540.968173953205,18,57,1
"1282",40,5760,530.053360837614,18,58,1
"1283",40,5760,539.059408326201,18,59,1
"1284",40,5760,533.976096111345,18,60,1
"1285",40,5760,536.105918631293,18,61,1
"1286",40,5760,527.520048441982,18,62,1
"1287",40,5760,536.872482865743,18,63,1
"1288",40,5760,527.074476741032,18,64,1
"1289",40,5760,537.990661198718,18,65,1
"1290",40,5760,537.680612832919,18,66,1
"1291",40,5760,535.54309004877,18,67,1
"1292",40,5760,532.271017724448,18,68,1
"1293",40,5760,540.834187087433,18,69,1
"1294",40,5760,528.636407508037,18,70,1
"1295",40,5760,525.836891686928,18,71,1
"1296",40,5760,529.042925478636,18,72,1
"1297",40,5760,832.974223172614,19,1,1
"1298",40,5760,774.294131333911,19,2,1
"1299",40,5760,751.10815510868,19,3,1
"1300",40,5760,722.906421292252,19,4,1
"1301",40,5760,710.822426808781,19,5,1
"1302",40,5760,701.846219919447,19,6,1
"1303",40,5760,693.999625655304,19,7,1
"1304",40,5760,681.019049227805,19,8,1
"1305",40,5760,672.216464399891,19,9,1
"1306",40,5760,678.540937753423,19,10,1
"1307",40,5760,660.927708914142,19,11,1
"1308",40,5760,657.026311725099,19,12,1
"1309",40,5760,647.625730409804,19,13,1
"1310",40,5760,654.380317001723,19,14,1
"1311",40,5760,649.635001845585,19,15,1
"1312",40,5760,658.48623416655,19,16,1
"1313",40,5760,636.365679807205,19,17,1
"1314",40,5760,642.770734266834,19,18,1
"1315",40,5760,631.628245589991,19,19,1
"1316",40,5760,629.414649609875,19,20,1
"1317",40,5760,634.191418750218,19,21,1
"1318",40,5760,622.077079839175,19,22,1
"1319",40,5760,627.778406773028,19,23,1
"1320",40,5760,621.345219187978,19,24,1
"1321",40,5760,623.979072117018,19,25,1
"1322",40,5760,621.498967678688,19,26,1
"1323",40,5760,623.894482184975,19,27,1
"1324",40,5760,623.000777899554,19,28,1
"1325",40,5760,614.279922147732,19,29,1
"1326",40,5760,613.655665109161,19,30,1
"1327",40,5760,618.078546889322,19,31,1
"1328",40,5760,605.268052062006,19,32,1
"1329",40,5760,604.550768712305,19,33,1
"1330",40,5760,618.170177051456,19,34,1
"1331",40,5760,611.061809896551,19,35,1
"1332",40,5760,604.148715597047,19,36,1
"1333",40,5760,603.02954714023,19,37,1
"1334",40,5760,603.073888476678,19,38,1
"1335",40,5760,603.495734166302,19,39,1
"1336",40,5760,608.882846363748,19,40,1
"1337",40,5760,599.795768521293,19,41,1
"1338",40,5760,607.511014667297,19,42,1
"1339",40,5760,602.295915806773,19,43,1
"1340",40,5760,598.706333430084,19,44,1
"1341",40,5760,603.347363900044,19,45,1
"1342",40,5760,597.27128644369,19,46,1
"1343",40,5760,588.261640283673,19,47,1
"1344",40,5760,593.945418327556,19,48,1
"1345",40,5760,599.407586383598,19,49,1
"1346",40,5760,589.46843012651,19,50,1
"1347",40,5760,593.454804055275,19,51,1
"1348",40,5760,592.532871763972,19,52,1
"1349",40,5760,587.274237476593,19,53,1
"1350",40,5760,594.2609699224,19,54,1
"1351",40,5760,591.972784427739,19,55,1
"1352",40,5760,592.871606426506,19,56,1
"1353",40,5760,580.6807189294,19,57,1
"1354",40,5760,583.363740842522,19,58,1
"1355",40,5760,590.638177071526,19,59,1
"1356",40,5760,586.095356202211,19,60,1
"1357",40,5760,576.716726652077,19,61,1
"1358",40,5760,582.007343775305,19,62,1
"1359",40,5760,588.469698319661,19,63,1
"1360",40,5760,573.169588717643,19,64,1
"1361",40,5760,592.148210532536,19,65,1
"1362",40,5760,580.169465324545,19,66,1
"1363",40,5760,580.319887552676,19,67,1
"1364",40,5760,584.226570637915,19,68,1
"1365",40,5760,584.708985998052,19,69,1
"1366",40,5760,579.198787039971,19,70,1
"1367",40,5760,583.861706340929,19,71,1
"1368",40,5760,581.405356567559,19,72,1
"1369",40,5760,902.10302185741,20,1,1
"1370",40,5760,885.774739165866,20,2,1
"1371",40,5760,872.136430686498,20,3,1
"1372",40,5760,871.16898376407,20,4,1
"1373",40,5760,857.507579722666,20,5,1
"1374",40,5760,850.273569640081,20,6,1
"1375",40,5760,842.006354379525,20,7,1
"1376",40,5760,846.898767746698,20,8,1
"1377",40,5760,843.184401099042,20,9,1
"1378",40,5760,859.626177861809,20,10,1
"1379",40,5760,839.180647581376,20,11,1
"1380",40,5760,839.27134244969,20,12,1
"1381",40,5760,841.911979128957,20,13,1
"1382",40,5760,833.5902762057,20,14,1
"1383",40,5760,838.803951966955,20,15,1
"1384",40,5760,824.580440431353,20,16,1
"1385",40,5760,818.444509211125,20,17,1
"1386",40,5760,834.098156893036,20,18,1
"1387",40,5760,825.622873438187,20,19,1
"1388",40,5760,822.970839260424,20,20,1
"1389",40,5760,817.79846166183,20,21,1
"1390",40,5760,829.000132950571,20,22,1
"1391",40,5760,820.028986029424,20,23,1
"1392",40,5760,826.097522423862,20,24,1
"1393",40,5760,821.721063603309,20,25,1
"1394",40,5760,821.462215586474,20,26,1
"1395",40,5760,824.798234712737,20,27,1
"1396",40,5760,820.933227240705,20,28,1
"1397",40,5760,822.992275289699,20,29,1
"1398",40,5760,817.311933185826,20,30,1
"1399",40,5760,814.573592704213,20,31,1
"1400",40,5760,808.350222894553,20,32,1
"1401",40,5760,820.977235924425,20,33,1
"1402",40,5760,808.658316955009,20,34,1
"1403",40,5760,812.259178629839,20,35,1
"1404",40,5760,806.004483997129,20,36,1
"1405",40,5760,804.470611896483,20,37,1
"1406",40,5760,812.820690562464,20,38,1
"1407",40,5760,807.267344894566,20,39,1
"1408",40,5760,812.824415871714,20,40,1
"1409",40,5760,799.693102551241,20,41,1
"1410",40,5760,808.356597788955,20,42,1
"1411",40,5760,802.445155825824,20,43,1
"1412",40,5760,804.273510347715,20,44,1
"1413",40,5760,814.104344565621,20,45,1
"1414",40,5760,808.433174272926,20,46,1
"1415",40,5760,804.942507039928,20,47,1
"1416",40,5760,805.508493903731,20,48,1
"1417",40,5760,803.167606020092,20,49,1
"1418",40,5760,801.737931374299,20,50,1
"1419",40,5760,801.867624123023,20,51,1
"1420",40,5760,803.962958079494,20,52,1
"1421",40,5760,806.655283284899,20,53,1
"1422",40,5760,799.464696410393,20,54,1
"1423",40,5760,805.067103490244,20,55,1
"1424",40,5760,814.645259956226,20,56,1
"1425",40,5760,797.900963067939,20,57,1
"1426",40,5760,804.878623455691,20,58,1
"1427",40,5760,802.022034895996,20,59,1
"1428",40,5760,808.930713643011,20,60,1
"1429",40,5760,804.261966152406,20,61,1
"1430",40,5760,804.56484001435,20,62,1
"1431",40,5760,803.346263433827,20,63,1
"1432",40,5760,805.280685142487,20,64,1
"1433",40,5760,801.632378802148,20,65,1
"1434",40,5760,804.411074457661,20,66,1
"1435",40,5760,805.460316679005,20,67,1
"1436",40,5760,805.951098247086,20,68,1
"1437",40,5760,806.610548492127,20,69,1
"1438",40,5760,793.685274576698,20,70,1
"1439",40,5760,804.272688448089,20,71,1
"1440",40,5760,796.465349031861,20,72,1
"1441",40,5760,889.961943911742,21,1,1
"1442",40,5760,798.22822211634,21,2,1
"1443",40,5760,757.450590181447,21,3,1
"1444",40,5760,737.541594640642,21,4,1
"1445",40,5760,705.479679636201,21,5,1
"1446",40,5760,701.295508791148,21,6,1
"1447",40,5760,692.263514083236,21,7,1
"1448",40,5760,666.777589715285,21,8,1
"1449",40,5760,658.959318127888,21,9,1
"1450",40,5760,651.373633921244,21,10,1
"1451",40,5760,651.676499005561,21,11,1
"1452",40,5760,633.409422183455,21,12,1
"1453",40,5760,642.664872298191,21,13,1
"1454",40,5760,640.105350122427,21,14,1
"1455",40,5760,641.950097605456,21,15,1
"1456",40,5760,620.465557119093,21,16,1
"1457",40,5760,627.496117765425,21,17,1
"1458",40,5760,613.814460095038,21,18,1
"1459",40,5760,620.745725373734,21,19,1
"1460",40,5760,612.010020784246,21,20,1
"1461",40,5760,610.964054787834,21,21,1
"1462",40,5760,605.02487400046,21,22,1
"1463",40,5760,609.547294873962,21,23,1
"1464",40,5760,601.579657964699,21,24,1
"1465",40,5760,603.9428616289,21,25,1
"1466",40,5760,593.093513885734,21,26,1
"1467",40,5760,603.384840348128,21,27,1
"1468",40,5760,591.758217234548,21,28,1
"1469",40,5760,594.255614103291,21,29,1
"1470",40,5760,596.558779906048,21,30,1
"1471",40,5760,593.66503685884,21,31,1
"1472",40,5760,596.025085096058,21,32,1
"1473",40,5760,588.377404519996,21,33,1
"1474",40,5760,593.073690674997,21,34,1
"1475",40,5760,572.196835491457,21,35,1
"1476",40,5760,589.048224044238,21,36,1
"1477",40,5760,581.719940860735,21,37,1
"1478",40,5760,577.719926470345,21,38,1
"1479",40,5760,575.460455256622,21,39,1
"1480",40,5760,582.355496533043,21,40,1
"1481",40,5760,576.800916052791,21,41,1
"1482",40,5760,577.618144527725,21,42,1
"1483",40,5760,572.239873812795,21,43,1
"1484",40,5760,577.036356810491,21,44,1
"1485",40,5760,574.06994136328,21,45,1
"1486",40,5760,582.800441672069,21,46,1
"1487",40,5760,575.769013833035,21,47,1
"1488",40,5760,567.088070759659,21,48,1
"1489",40,5760,575.865036454833,21,49,1
"1490",40,5760,570.387318401404,21,50,1
"1491",40,5760,578.127119194017,21,51,1
"1492",40,5760,568.940951716977,21,52,1
"1493",40,5760,576.983302026361,21,53,1
"1494",40,5760,567.729496275256,21,54,1
"1495",40,5760,560.805837708972,21,55,1
"1496",40,5760,572.603627937339,21,56,1
"1497",40,5760,569.588712109332,21,57,1
"1498",40,5760,562.039761508213,21,58,1
"1499",40,5760,562.850884833138,21,59,1
"1500",40,5760,563.964382654289,21,60,1
"1501",40,5760,566.051143466317,21,61,1
"1502",40,5760,555.74915742056,21,62,1
"1503",40,5760,555.768905940897,21,63,1
"1504",40,5760,564.717503786112,21,64,1
"1505",40,5760,560.00720488145,21,65,1
"1506",40,5760,555.392757031313,21,66,1
"1507",40,5760,558.589432255645,21,67,1
"1508",40,5760,562.750672720503,21,68,1
"1509",40,5760,553.23924852371,21,69,1
"1510",40,5760,554.068854688196,21,70,1
"1511",40,5760,559.072369425432,21,71,1
"1512",40,5760,561.394341915352,21,72,1
"1513",40,5760,932.441183336777,22,1,1
"1514",40,5760,913.692957977096,22,2,1
"1515",40,5760,920.792199699983,22,3,1
"1516",40,5760,913.412013382662,22,4,1
"1517",40,5760,906.160329545924,22,5,1
"1518",40,5760,912.387282744242,22,6,1
"1519",40,5760,909.840054658076,22,7,1
"1520",40,5760,914.449073745238,22,8,1
"1521",40,5760,909.752878856809,22,9,1
"1522",40,5760,899.294924371464,22,10,1
"1523",40,5760,903.126432393964,22,11,1
"1524",40,5760,902.433113598982,22,12,1
"1525",40,5760,901.098813143643,22,13,1
"1526",40,5760,907.371446589845,22,14,1
"1527",40,5760,903.814004938035,22,15,1
"1528",40,5760,906.380671543273,22,16,1
"1529",40,5760,898.310171230866,22,17,1
"1530",40,5760,897.75222112092,22,18,1
"1531",40,5760,892.613823994119,22,19,1
"1532",40,5760,895.90740685639,22,20,1
"1533",40,5760,891.638396708363,22,21,1
"1534",40,5760,898.624926309151,22,22,1
"1535",40,5760,892.914321648191,22,23,1
"1536",40,5760,891.092519682626,22,24,1
"1537",40,5760,893.919778284215,22,25,1
"1538",40,5760,893.664228776864,22,26,1
"1539",40,5760,892.52605925299,22,27,1
"1540",40,5760,887.804943235869,22,28,1
"1541",40,5760,887.988034120239,22,29,1
"1542",40,5760,893.442304082825,22,30,1
"1543",40,5760,897.731510504682,22,31,1
"1544",40,5760,892.498405524696,22,32,1
"1545",40,5760,893.431413262237,22,33,1
"1546",40,5760,887.239849384681,22,34,1
"1547",40,5760,894.183054514318,22,35,1
"1548",40,5760,891.358867003798,22,36,1
"1549",40,5760,890.008834113473,22,37,1
"1550",40,5760,888.699395259883,22,38,1
"1551",40,5760,892.244508179535,22,39,1
"1552",40,5760,877.888169466895,22,40,1
"1553",40,5760,884.184349646823,22,41,1
"1554",40,5760,889.772825737271,22,42,1
"1555",40,5760,887.764509970158,22,43,1
"1556",40,5760,892.478411263798,22,44,1
"1557",40,5760,883.492676993779,22,45,1
"1558",40,5760,889.011040731433,22,46,1
"1559",40,5760,893.562642972868,22,47,1
"1560",40,5760,883.386769541112,22,48,1
"1561",40,5760,892.598480519209,22,49,1
"1562",40,5760,888.498567859705,22,50,1
"1563",40,5760,895.55446035507,22,51,1
"1564",40,5760,893.919326009828,22,52,1
"1565",40,5760,890.181533443496,22,53,1
"1566",40,5760,880.002851254895,22,54,1
"1567",40,5760,885.565315984467,22,55,1
"1568",40,5760,894.543871993773,22,56,1
"1569",40,5760,887.160179817382,22,57,1
"1570",40,5760,901.880126028252,22,58,1
"1571",40,5760,885.771935187441,22,59,1
"1572",40,5760,884.195702836392,22,60,1
"1573",40,5760,890.402950195764,22,61,1
"1574",40,5760,889.672261508,22,62,1
"1575",40,5760,891.94811536744,22,63,1
"1576",40,5760,887.172418242792,22,64,1
"1577",40,5760,886.353860508062,22,65,1
"1578",40,5760,887.326795999107,22,66,1
"1579",40,5760,887.447501136324,22,67,1
"1580",40,5760,888.919603887644,22,68,1
"1581",40,5760,881.32086034737,22,69,1
"1582",40,5760,885.58657488411,22,70,1
"1583",40,5760,885.135766352507,22,71,1
"1584",40,5760,877.827366495415,22,72,1
"1585",40,5760,654.55826821006,23,1,1
"1586",40,5760,577.549527226732,23,2,1
"1587",40,5760,546.759030623544,23,3,1
"1588",40,5760,536.527256303158,23,4,1
"1589",40,5760,503.262841858313,23,5,1
"1590",40,5760,502.630710442672,23,6,1
"1591",40,5760,490.984373135112,23,7,1
"1592",40,5760,489.180082064177,23,8,1
"1593",40,5760,483.530998100352,23,9,1
"1594",40,5760,472.716800931434,23,10,1
"1595",40,5760,470.892266848547,23,11,1
"1596",40,5760,460.858572082935,23,12,1
"1597",40,5760,446.133465200643,23,13,1
"1598",40,5760,443.877177767204,23,14,1
"1599",40,5760,457.759916380424,23,15,1
"1600",40,5760,447.729746012419,23,16,1
"1601",40,5760,435.845228290404,23,17,1
"1602",40,5760,434.283883083883,23,18,1
"1603",40,5760,442.836008995607,23,19,1
"1604",40,5760,438.638382919843,23,20,1
"1605",40,5760,434.231103518415,23,21,1
"1606",40,5760,424.91531224941,23,22,1
"1607",40,5760,443.55415647621,23,23,1
"1608",40,5760,424.533799278481,23,24,1
"1609",40,5760,424.746668595741,23,25,1
"1610",40,5760,419.956777848067,23,26,1
"1611",40,5760,423.203712783031,23,27,1
"1612",40,5760,414.645065105942,23,28,1
"1613",40,5760,423.665286655563,23,29,1
"1614",40,5760,426.284507709648,23,30,1
"1615",40,5760,421.013539198416,23,31,1
"1616",40,5760,420.635906823592,23,32,1
"1617",40,5760,420.366863342815,23,33,1
"1618",40,5760,416.561822381829,23,34,1
"1619",40,5760,417.365048783318,23,35,1
"1620",40,5760,423.20470057954,23,36,1
"1621",40,5760,425.117371158998,23,37,1
"1622",40,5760,419.854518047164,23,38,1
"1623",40,5760,412.146607309812,23,39,1
"1624",40,5760,415.010455926015,23,40,1
"1625",40,5760,407.034789188191,23,41,1
"1626",40,5760,406.562914300073,23,42,1
"1627",40,5760,405.110276437737,23,43,1
"1628",40,5760,407.117588239396,23,44,1
"1629",40,5760,412.607919785155,23,45,1
"1630",40,5760,405.177548109442,23,46,1
"1631",40,5760,400.012459068668,23,47,1
"1632",40,5760,414.551305059422,23,48,1
"1633",40,5760,400.290076085319,23,49,1
"1634",40,5760,400.008566017238,23,50,1
"1635",40,5760,412.940866208369,23,51,1
"1636",40,5760,400.46149509529,23,52,1
"1637",40,5760,400.976378710741,23,53,1
"1638",40,5760,397.669674058161,23,54,1
"1639",40,5760,406.404114719015,23,55,1
"1640",40,5760,400.142129221698,23,56,1
"1641",40,5760,399.089835905968,23,57,1
"1642",40,5760,401.364571255769,23,58,1
"1643",40,5760,394.140539566028,23,59,1
"1644",40,5760,408.873976821049,23,60,1
"1645",40,5760,390.538044258063,23,61,1
"1646",40,5760,399.77466636668,23,62,1
"1647",40,5760,395.271570695314,23,63,1
"1648",40,5760,397.297633794083,23,64,1
"1649",40,5760,384.397018695063,23,65,1
"1650",40,5760,398.640471991002,23,66,1
"1651",40,5760,402.32393694203,23,67,1
"1652",40,5760,386.301049559885,23,68,1
"1653",40,5760,404.339747984355,23,69,1
"1654",40,5760,402.032684237073,23,70,1
"1655",40,5760,397.410339245227,23,71,1
"1656",40,5760,394.056389440604,23,72,1
"1657",40,5760,707.048553928318,24,1,1
"1658",40,5760,602.836252879436,24,2,1
"1659",40,5760,559.719918492234,24,3,1
"1660",40,5760,530.139682883698,24,4,1
"1661",40,5760,510.206187679368,24,5,1
"1662",40,5760,498.277299782752,24,6,1
"1663",40,5760,487.456608350152,24,7,1
"1664",40,5760,480.596380302246,24,8,1
"1665",40,5760,471.779408975197,24,9,1
"1666",40,5760,471.843880329723,24,10,1
"1667",40,5760,465.73493714615,24,11,1
"1668",40,5760,461.211738307295,24,12,1
"1669",40,5760,456.643946311451,24,13,1
"1670",40,5760,459.926589498775,24,14,1
"1671",40,5760,448.234632123321,24,15,1
"1672",40,5760,456.494647481444,24,16,1
"1673",40,5760,448.109977747356,24,17,1
"1674",40,5760,442.81259165849,24,18,1
"1675",40,5760,449.46170622718,24,19,1
"1676",40,5760,442.457559472477,24,20,1
"1677",40,5760,437.036785849822,24,21,1
"1678",40,5760,442.06382671996,24,22,1
"1679",40,5760,444.29790780049,24,23,1
"1680",40,5760,437.274608689283,24,24,1
"1681",40,5760,431.728449592407,24,25,1
"1682",40,5760,432.308544503446,24,26,1
"1683",40,5760,435.135849625271,24,27,1
"1684",40,5760,437.087465378742,24,28,1
"1685",40,5760,425.601736719266,24,29,1
"1686",40,5760,438.479741182964,24,30,1
"1687",40,5760,429.529000613148,24,31,1
"1688",40,5760,434.883813030863,24,32,1
"1689",40,5760,429.649221175969,24,33,1
"1690",40,5760,430.534888394424,24,34,1
"1691",40,5760,428.981699739014,24,35,1
"1692",40,5760,423.542375735151,24,36,1
"1693",40,5760,420.464833187374,24,37,1
"1694",40,5760,423.053687975097,24,38,1
"1695",40,5760,436.231592733558,24,39,1
"1696",40,5760,418.959437931713,24,40,1
"1697",40,5760,426.898895861588,24,41,1
"1698",40,5760,431.422304154744,24,42,1
"1699",40,5760,426.34616493155,24,43,1
"1700",40,5760,414.72256634311,24,44,1
"1701",40,5760,428.257210641455,24,45,1
"1702",40,5760,418.091154316902,24,46,1
"1703",40,5760,425.296139669595,24,47,1
"1704",40,5760,419.18606544107,24,48,1
"1705",40,5760,418.376126687834,24,49,1
"1706",40,5760,418.836261428395,24,50,1
"1707",40,5760,420.562202405294,24,51,1
"1708",40,5760,418.450332484257,24,52,1
"1709",40,5760,419.000525948421,24,53,1
"1710",40,5760,423.544843692824,24,54,1
"1711",40,5760,428.873532340835,24,55,1
"1712",40,5760,428.924239018949,24,56,1
"1713",40,5760,414.245375074145,24,57,1
"1714",40,5760,418.586936305453,24,58,1
"1715",40,5760,414.679806829092,24,59,1
"1716",40,5760,416.639329992609,24,60,1
"1717",40,5760,419.01325147159,24,61,1
"1718",40,5760,427.703648444511,24,62,1
"1719",40,5760,419.985459166247,24,63,1
"1720",40,5760,423.257952503043,24,64,1
"1721",40,5760,414.578301338639,24,65,1
"1722",40,5760,419.333038964437,24,66,1
"1723",40,5760,418.538382989604,24,67,1
"1724",40,5760,422.865360070412,24,68,1
"1725",40,5760,418.63596007367,24,69,1
"1726",40,5760,413.634438891742,24,70,1
"1727",40,5760,408.269939857047,24,71,1
"1728",40,5760,412.321858487242,24,72,1
"1729",40,5760,962.048460351482,25,1,1
"1730",40,5760,725.057815532913,25,2,1
"1731",40,5760,634.997063486352,25,3,1
"1732",40,5760,596.011435188719,25,4,1
"1733",40,5760,578.600714954292,25,5,1
"1734",40,5760,557.606985750878,25,6,1
"1735",40,5760,544.779278101953,25,7,1
"1736",40,5760,528.428024174179,25,8,1
"1737",40,5760,536.014012630526,25,9,1
"1738",40,5760,527.174527967525,25,10,1
"1739",40,5760,523.256386710305,25,11,1
"1740",40,5760,516.932573718826,25,12,1
"1741",40,5760,510.275305937671,25,13,1
"1742",40,5760,501.862725141743,25,14,1
"1743",40,5760,511.453911202196,25,15,1
"1744",40,5760,512.088220768589,25,16,1
"1745",40,5760,514.100982574854,25,17,1
"1746",40,5760,501.064773448895,25,18,1
"1747",40,5760,503.124118373763,25,19,1
"1748",40,5760,494.093909466819,25,20,1
"1749",40,5760,491.005663168476,25,21,1
"1750",40,5760,497.824579718101,25,22,1
"1751",40,5760,492.218191295914,25,23,1
"1752",40,5760,484.06325461911,25,24,1
"1753",40,5760,486.868746042637,25,25,1
"1754",40,5760,489.285646379422,25,26,1
"1755",40,5760,478.907046949982,25,27,1
"1756",40,5760,487.797034121453,25,28,1
"1757",40,5760,492.990423962458,25,29,1
"1758",40,5760,487.624417638532,25,30,1
"1759",40,5760,488.060077989291,25,31,1
"1760",40,5760,476.320783763722,25,32,1
"1761",40,5760,488.111415701784,25,33,1
"1762",40,5760,484.976939319537,25,34,1
"1763",40,5760,489.082679627106,25,35,1
"1764",40,5760,482.35263783972,25,36,1
"1765",40,5760,477.929890394037,25,37,1
"1766",40,5760,484.61253912256,25,38,1
"1767",40,5760,487.083537419066,25,39,1
"1768",40,5760,491.212648072574,25,40,1
"1769",40,5760,474.196004364152,25,41,1
"1770",40,5760,474.741428822093,25,42,1
"1771",40,5760,483.555077343045,25,43,1
"1772",40,5760,484.447486479344,25,44,1
"1773",40,5760,485.373547144328,25,45,1
"1774",40,5760,487.419259746532,25,46,1
"1775",40,5760,485.916842205312,25,47,1
"1776",40,5760,481.165592537979,25,48,1
"1777",40,5760,491.779450579052,25,49,1
"1778",40,5760,484.860422510172,25,50,1
"1779",40,5760,479.888073662802,25,51,1
"1780",40,5760,471.762217753297,25,52,1
"1781",40,5760,479.113708259995,25,53,1
"1782",40,5760,483.797936416978,25,54,1
"1783",40,5760,481.339741670371,25,55,1
"1784",40,5760,472.365796672238,25,56,1
"1785",40,5760,475.894912113969,25,57,1
"1786",40,5760,478.873083035745,25,58,1
"1787",40,5760,482.437112342535,25,59,1
"1788",40,5760,469.748425169871,25,60,1
"1789",40,5760,491.555650284406,25,61,1
"1790",40,5760,480.464873134634,25,62,1
"1791",40,5760,479.048896262463,25,63,1
"1792",40,5760,477.768760591104,25,64,1
"1793",40,5760,472.836591506856,25,65,1
"1794",40,5760,482.88974775046,25,66,1
"1795",40,5760,478.123017763094,25,67,1
"1796",40,5760,481.976199871948,25,68,1
"1797",40,5760,477.839622409496,25,69,1
"1798",40,5760,479.319896659946,25,70,1
"1799",40,5760,475.759070476529,25,71,1
"1800",40,5760,478.76878795437,25,72,1
"1801",40,5760,958.57886475973,26,1,1
"1802",40,5760,815.810064067183,26,2,1
"1803",40,5760,761.312979566542,26,3,1
"1804",40,5760,721.092164308526,26,4,1
"1805",40,5760,687.706951776699,26,5,1
"1806",40,5760,661.38755188536,26,6,1
"1807",40,5760,649.401483441831,26,7,1
"1808",40,5760,641.978820127251,26,8,1
"1809",40,5760,623.436194399587,26,9,1
"1810",40,5760,614.717443705501,26,10,1
"1811",40,5760,597.959163403238,26,11,1
"1812",40,5760,601.005139409836,26,12,1
"1813",40,5760,589.340624953391,26,13,1
"1814",40,5760,583.655919284505,26,14,1
"1815",40,5760,581.503749033886,26,15,1
"1816",40,5760,578.291544769367,26,16,1
"1817",40,5760,567.750536971918,26,17,1
"1818",40,5760,564.38742771781,26,18,1
"1819",40,5760,554.886364525901,26,19,1
"1820",40,5760,546.16123831578,26,20,1
"1821",40,5760,548.418830095928,26,21,1
"1822",40,5760,544.852875299941,26,22,1
"1823",40,5760,536.755471498889,26,23,1
"1824",40,5760,546.058778769578,26,24,1
"1825",40,5760,542.509862635745,26,25,1
"1826",40,5760,531.086839258717,26,26,1
"1827",40,5760,528.878773624242,26,27,1
"1828",40,5760,539.133975864335,26,28,1
"1829",40,5760,527.530696792554,26,29,1
"1830",40,5760,516.286125606772,26,30,1
"1831",40,5760,524.34716061404,26,31,1
"1832",40,5760,515.039487151876,26,32,1
"1833",40,5760,519.779750087569,26,33,1
"1834",40,5760,510.595868218014,26,34,1
"1835",40,5760,514.628718179014,26,35,1
"1836",40,5760,523.704909411434,26,36,1
"1837",40,5760,507.631352789291,26,37,1
"1838",40,5760,510.206291022596,26,38,1
"1839",40,5760,514.981020083524,26,39,1
"1840",40,5760,509.489429679256,26,40,1
"1841",40,5760,508.360072661791,26,41,1
"1842",40,5760,499.334518727386,26,42,1
"1843",40,5760,494.167509908145,26,43,1
"1844",40,5760,489.023329177404,26,44,1
"1845",40,5760,494.074710550507,26,45,1
"1846",40,5760,490.196772873764,26,46,1
"1847",40,5760,491.476903195668,26,47,1
"1848",40,5760,485.484339136046,26,48,1
"1849",40,5760,481.633232780882,26,49,1
"1850",40,5760,488.985265357113,26,50,1
"1851",40,5760,488.014082500564,26,51,1
"1852",40,5760,481.129255487842,26,52,1
"1853",40,5760,491.10964180339,26,53,1
"1854",40,5760,485.473990738135,26,54,1
"1855",40,5760,488.537019222829,26,55,1
"1856",40,5760,475.962662770926,26,56,1
"1857",40,5760,484.045821637705,26,57,1
"1858",40,5760,492.129955239876,26,58,1
"1859",40,5760,483.028900200819,26,59,1
"1860",40,5760,494.162712260471,26,60,1
"1861",40,5760,472.966887180202,26,61,1
"1862",40,5760,481.47689886821,26,62,1
"1863",40,5760,490.557569933344,26,63,1
"1864",40,5760,481.811164845158,26,64,1
"1865",40,5760,488.338935847095,26,65,1
"1866",40,5760,473.13500698233,26,66,1
